comuna;codigo_comuna;dia_nacional;fecha;clave;casos_diarios;casos_acumulados;muertes;casos_activos;recuperados;recuperados_diarios;dia_comunal;fallecidos_diarios;on-off;max_dia;;
Cholchol;9121;57;28-04-2020;912143949;0;5;0;0;5;0;20;0;ON;28;;
Cochamo;10103;57;28-04-2020;1010343949;0;1;0;0;1;0;18;0;ON;26;;
Codegua;6102;57;28-04-2020;610243949;0;1;0;1;0;0;10;0;ON;18;;
Coelemu;16203;57;28-04-2020;1620343949;0;4;0;0;4;0;27;0;ON;35;;
Coihaique;11101;57;28-04-2020;1110143949;0;3;0;1;2;0;35;0;ON;43;;
Coihueco;16302;57;28-04-2020;1630243949;5;30;0;19;11;1;26;0;ON;34;;
Coinco;6103;57;28-04-2020;610343949;0;1;0;1;0;0;6;0;ON;14;;
Colbun;7402;57;28-04-2020;740243949;0;6;0;2;4;0;42;0;ON;50;;
Colina;13301;57;28-04-2020;1330143949;0;103;0;25;78;1;41;0;ON;49;;
Collipulli;9202;57;28-04-2020;920243949;0;3;2;1;0;0;9;0;ON;17;;
Concepcion;8101;57;28-04-2020;810143949;0;139;3;7;129;5;47;1;ON;55;;
Conchali;13104;57;28-04-2020;1310443949;0;113;1;55;57;4;41;0;ON;49;;
Concon;5103;57;28-04-2020;510343949;0;14;0;7;7;1;29;0;ON;37;;
Constitucion;7102;57;28-04-2020;710243949;1;20;1;14;5;0;27;0;ON;35;;
Copiapo;3101;57;28-04-2020;310143949;0;8;0;0;8;0;46;0;ON;54;;
Coquimbo;4102;57;28-04-2020;410243949;0;26;0;7;19;0;41;0;ON;49;;
Coronel;8102;57;28-04-2020;810243949;0;18;0;3;15;0;40;0;ON;48;;
Corral;14102;57;28-04-2020;1410243949;0;1;0;0;1;1;14;0;ON;22;;
Cunco;9103;57;28-04-2020;910343949;0;6;1;0;6;0;25;0;ON;33;;
Curacautin;9203;57;28-04-2020;920343949;0;6;0;1;5;0;28;0;ON;36;;
Curacavi;13503;57;28-04-2020;1350343949;15;30;0;16;14;0;41;0;ON;49;;
Curanilahue;8205;57;28-04-2020;820543949;0;2;0;1;1;0;32;0;ON;40;;
Curarrehue;9104;57;28-04-2020;910443949;0;4;1;0;4;0;38;0;ON;46;;
Curepto;7103;57;28-04-2020;710343949;0;8;1;4;3;0;21;0;ON;29;;
Curico;7301;57;28-04-2020;730143949;7;44;0;23;21;1;49;0;ON;57;;
Diego_de_Almagro;3202;57;28-04-2020;320243949;0;1;0;0;1;0;31;0;ON;39;;
Donihue;6105;57;28-04-2020;610543949;0;1;0;1;0;0;6;0;ON;14;;
El_Bosque;13105;57;28-04-2020;1310543949;0;177;0;82;95;8;41;0;ON;49;;
El_Carmen;16104;57;28-04-2020;1610443949;0;3;0;0;3;0;28;0;ON;36;;
El_Monte;13602;57;28-04-2020;1360243949;0;16;0;6;10;0;35;0;ON;43;;
El_Quisco;5604;57;28-04-2020;560443949;0;11;2;5;4;0;27;0;ON;35;;
El_Tabo;5605;57;28-04-2020;560543949;1;10;1;6;3;0;30;0;ON;38;;
Ercilla;9204;57;28-04-2020;920443949;0;8;0;5;3;0;25;0;ON;33;;
Estacion_Central;13106;57;28-04-2020;1310643949;0;207;0;116;91;16;47;0;ON;55;;
Florida;8104;57;28-04-2020;810443949;0;3;0;0;3;0;34;0;ON;42;;
Freire;9105;57;28-04-2020;910543949;0;7;0;2;5;0;28;0;ON;36;;
Freirina;3303;57;28-04-2020;330343949;0;1;0;1;0;0;2;0;ON;10;;
Frutillar;10105;57;28-04-2020;1010543949;0;6;0;0;6;0;39;0;ON;47;;
Futrono;14202;57;28-04-2020;1420243949;0;5;0;0;5;0;33;0;ON;41;;
Galvarino;9106;57;28-04-2020;910643949;0;2;0;0;2;0;18;0;ON;26;;
Gorbea;9107;57;28-04-2020;910743949;0;12;0;2;10;0;39;0;ON;47;;
Graneros;6106;57;28-04-2020;610643949;0;2;0;2;0;0;6;0;ON;14;;
Hijuelas;5503;57;28-04-2020;550343949;0;1;0;1;0;0;11;0;ON;19;;
Hualaihue;10403;57;28-04-2020;1040343949;0;3;0;0;3;0;30;0;ON;38;;
Hualpen;8112;57;28-04-2020;811243949;0;104;0;35;69;3;37;0;ON;45;;
Hualqui;8105;57;28-04-2020;810543949;0;19;0;11;8;1;36;0;ON;44;;
Huara;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Huasco;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Huechuraba;13107;57;28-04-2020;1310743949;0;82;0;28;54;4;40;0;ON;48;;
Illapel;4201;57;28-04-2020;420143949;0;18;0;0;18;0;25;0;ON;33;;
Independencia;13108;57;28-04-2020;1310843949;0;246;0;180;66;6;40;0;ON;48;;
Iquique;1101;57;28-04-2020;110143949;3;78;1;51;26;0;37;0;ON;45;;
Isla_de_Maipo;13603;57;28-04-2020;1360343949;0;13;0;2;11;0;25;0;ON;33;;
Isla_de_Pascua;5201;57;28-04-2020;520143949;0;5;0;0;5;0;36;0;ON;44;;
La_Cisterna;13109;57;28-04-2020;1310943949;0;84;0;39;45;3;40;0;ON;48;;
La_Cruz;5504;57;28-04-2020;550443949;0;8;0;3;5;0;29;0;ON;37;;
La_Florida;13110;57;28-04-2020;1311043949;0;328;0;146;182;6;45;0;ON;53;;
La_Granja;13111;57;28-04-2020;1311143949;0;95;0;42;53;7;39;0;ON;47;;
La_Ligua;5401;57;28-04-2020;540143949;0;2;0;0;2;0;34;0;ON;42;;
La_Pintana;13112;57;28-04-2020;1311243949;0;195;1;119;75;17;34;0;ON;42;;
La_Reina;13113;57;28-04-2020;1311343949;0;84;0;27;57;1;39;0;ON;47;;
La_Serena;4101;57;28-04-2020;410143949;0;19;0;7;12;0;30;0;ON;38;;
La_Union;14201;57;28-04-2020;1420143949;0;29;0;8;21;0;37;0;ON;45;;
Lago_Ranco;14203;57;28-04-2020;1420343949;0;2;0;0;2;0;33;0;ON;41;;
Laja;8304;57;28-04-2020;830443949;0;12;0;5;7;0;31;0;ON;39;;
Lampa;13302;57;28-04-2020;1330243949;0;68;0;26;42;4;38;0;ON;46;;
Lanco;14103;57;28-04-2020;1410343949;0;5;0;1;4;0;29;0;ON;37;;
Las_Cabras;6107;57;28-04-2020;610743949;0;3;0;2;1;1;14;0;ON;22;;
Las_Condes;13114;57;28-04-2020;1311443949;0;355;0;45;310;12;52;0;ON;60;;
Lautaro;9108;57;28-04-2020;910843949;1;39;1;14;24;0;31;0;ON;39;;
Licanten;7303;57;28-04-2020;730343949;0;2;0;2;0;0;13;0;ON;21;;
Limache;5802;57;28-04-2020;580243949;0;23;0;10;13;1;35;0;ON;43;;
Linares;7401;57;28-04-2020;740143949;0;24;1;10;13;0;38;0;ON;46;;
Litueche;6203;57;28-04-2020;620343949;0;3;0;3;0;0;5;0;ON;13;;
Llaillay;5703;57;28-04-2020;570343949;0;2;0;0;2;0;27;0;ON;35;;
Llanquihue;10107;57;28-04-2020;1010743949;0;1;0;1;0;0;9;0;ON;17;;
Lo_Barnechea;13115;57;28-04-2020;1311543949;0;194;0;63;131;12;33;0;ON;41;;
Lo_Espejo;13116;57;28-04-2020;1311643949;0;100;0;43;57;1;38;0;ON;46;;
Lo_Prado;13117;57;28-04-2020;1311743949;0;111;0;61;50;6;38;0;ON;46;;
Loncoche;9109;57;28-04-2020;910943949;1;11;0;2;9;1;28;0;ON;36;;
Longavi;7403;57;28-04-2020;740343949;0;4;1;0;3;1;37;0;ON;45;;
Los_Alamos;8206;57;28-04-2020;820643949;0;1;0;1;0;0;7;0;ON;15;;
Los_Andes;5301;57;28-04-2020;530143949;0;7;1;0;6;0;36;0;ON;44;;
Los_Angeles;8301;57;28-04-2020;830143949;0;31;0;6;25;2;51;0;ON;59;;
Los_Muermos;10106;57;28-04-2020;1010643949;0;1;0;0;1;0;34;0;ON;42;;
Los_Vilos;4203;57;28-04-2020;420343949;0;1;0;0;1;0;34;0;ON;42;;
Lota;8106;57;28-04-2020;810643949;0;1;0;0;1;0;39;0;ON;47;;
Lumaco;9207;57;28-04-2020;920743949;0;1;0;1;0;0;2;0;ON;10;;
Machali;6108;57;28-04-2020;610843949;0;16;0;8;8;0;42;0;ON;50;;
Macul;13118;57;28-04-2020;1311843949;0;110;0;58;52;1;38;0;ON;46;;
Mafil;14105;57;28-04-2020;1410543949;0;2;0;1;1;0;38;0;ON;46;;
Maipu;13119;57;28-04-2020;1311943949;32;431;2;180;249;6;42;0;ON;50;;
Maria_Elena;2302;57;28-04-2020;230243949;3;16;0;14;2;1;16;0;ON;24;;
Maria_Pinto;13504;57;28-04-2020;1350443949;0;1;0;0;1;0;34;0;ON;42;;
Mariquina;14106;57;28-04-2020;1410643949;0;9;0;1;8;0;31;0;ON;39;;
Maule;7105;57;28-04-2020;710543949;1;23;0;17;6;1;33;0;ON;41;;
Maullin;10108;57;28-04-2020;1010843949;0;1;0;0;1;0;19;0;ON;27;;
Mejillones;2102;57;28-04-2020;210243949;1;66;1;51;14;2;27;0;ON;35;;
Melipilla;13501;57;28-04-2020;1350143949;0;48;0;28;20;1;36;0;ON;44;;
Molina;7304;57;28-04-2020;730443949;0;7;2;2;3;0;30;0;ON;38;;
Mostazal;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Mulchen;8305;57;28-04-2020;830543949;0;5;0;0;5;0;34;0;ON;42;;
Nacimiento;8306;57;28-04-2020;830643949;0;10;0;1;9;1;42;0;ON;50;;
Nancagua;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Natales;12401;57;28-04-2020;1240143949;0;8;0;3;5;0;32;0;ON;40;;
Navidad;6205;57;28-04-2020;620543949;2;2;0;2;0;0;1;0;START;9;;
Negrete;8307;57;28-04-2020;830743949;0;2;0;0;2;0;22;0;ON;30;;
Ninhue;16204;57;28-04-2020;1620443949;0;4;0;2;2;1;19;0;ON;27;;
Nueva_Imperial;9111;57;28-04-2020;911143949;0;44;2;9;33;2;37;0;ON;45;;
niquen;16303;57;28-04-2020;1630343949;0;3;1;0;2;0;21;0;ON;29;;
nunoa;13120;57;28-04-2020;1312043949;0;291;0;96;195;20;49;0;ON;57;;
Olivar;6111;57;28-04-2020;611143949;0;6;0;0;6;0;28;0;ON;36;;
Olmue;5803;57;28-04-2020;580343949;0;2;0;1;1;0;17;0;ON;25;;
Osorno;10301;57;28-04-2020;1030143949;0;282;8;35;239;3;42;1;ON;50;;
Ovalle;4301;57;28-04-2020;430143949;0;9;0;1;8;0;36;0;ON;44;;
Padre_Hurtado;13604;57;28-04-2020;1360443949;0;40;0;13;27;0;37;0;ON;45;;
Padre_las_Casas;9112;57;28-04-2020;911243949;2;89;3;34;52;0;37;0;ON;45;;
Paillaco;14107;57;28-04-2020;1410743949;0;2;0;1;1;0;29;0;ON;37;;
Paine;13404;57;28-04-2020;1340443949;0;15;0;6;9;0;40;0;ON;48;;
Parral;7404;57;28-04-2020;740443949;0;9;0;3;6;0;31;0;ON;39;;
Pedro_Aguirre_Cerda;13121;57;28-04-2020;1312143949;0;129;1;57;71;11;36;0;ON;44;;
Pelarco;7106;57;28-04-2020;710643949;0;5;0;2;3;0;18;0;ON;26;;
Pelluhue;7203;57;28-04-2020;720343949;0;2;0;1;1;0;32;0;ON;40;;
Pemuco;16105;57;28-04-2020;1610543949;0;6;0;3;3;0;23;0;ON;31;;
Pencahue;7107;57;28-04-2020;710743949;0;3;0;3;0;0;12;0;ON;20;;
Penco;8107;57;28-04-2020;810743949;1;19;0;8;11;0;28;0;ON;36;;
Penaflor;13605;57;28-04-2020;1360543949;0;51;0;24;27;1;36;0;ON;44;;
Penalolen;13122;57;28-04-2020;1312243949;0;254;0;113;141;8;36;0;ON;44;;
Perquenco;9113;57;28-04-2020;911343949;0;6;0;3;3;0;18;0;ON;26;;
Petorca;5404;57;28-04-2020;540443949;0;6;0;0;6;0;31;0;ON;39;;
Peumo;6112;57;28-04-2020;611243949;0;1;0;0;1;0;25;0;ON;33;;
Pica;1405;57;28-04-2020;140543949;0;31;0;12;19;0;25;0;ON;33;;
Pinto;16106;57;28-04-2020;1610643949;0;12;0;4;8;0;27;0;ON;35;;
Pirque;13202;57;28-04-2020;1320243949;0;19;0;7;12;0;32;0;ON;40;;
Pitrufquen;9114;57;28-04-2020;911443949;0;19;0;2;17;0;37;0;ON;45;;
Placilla;6308;57;28-04-2020;630843949;0;1;0;0;1;0;40;0;ON;48;;
Porvenir;12301;57;28-04-2020;1230143949;0;8;0;4;4;0;28;0;ON;36;;
Pozo_Almonte;1401;57;28-04-2020;140143949;0;2;0;0;2;0;24;0;ON;32;;
Primavera;12302;57;28-04-2020;1230243949;0;1;0;1;0;0;13;0;ON;21;;
Providencia;13123;57;28-04-2020;1312343949;0;200;0;50;150;3;55;0;ON;63;;
Puchuncavi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Pucon;9115;57;28-04-2020;911543949;0;14;0;7;7;0;37;0;ON;45;;
Pudahuel;13124;57;28-04-2020;1312443949;0;167;0;76;91;8;36;0;ON;44;;
Puente_Alto;13201;57;28-04-2020;1320143949;0;764;0;396;368;6;40;0;ON;48;;
Puerto_Montt;10101;57;28-04-2020;1010143949;0;73;0;4;69;0;53;0;ON;61;;
Puerto_Octay;10302;57;28-04-2020;1030243949;0;4;0;3;1;0;31;0;ON;39;;
Puerto_Varas;10109;57;28-04-2020;1010943949;0;9;0;2;7;0;42;0;ON;50;;
Punitaqui;4304;57;28-04-2020;430443949;0;1;0;1;0;0;7;0;ON;15;;
Punta_Arenas;12101;57;28-04-2020;1210143949;22;645;10;218;417;15;43;0;ON;51;;
Puren;9208;57;28-04-2020;920843949;0;2;0;0;2;0;18;0;ON;26;;
Purranque;10303;57;28-04-2020;1030343949;0;17;0;1;16;0;27;0;ON;35;;
Putaendo;5705;57;28-04-2020;570543949;0;5;0;3;2;0;34;0;ON;42;;
Puyehue;10304;57;28-04-2020;1030443949;0;2;0;1;1;0;37;0;ON;45;;
Quilicura;13125;57;28-04-2020;1312543949;0;236;0;133;103;5;36;0;ON;44;;
Quillon;16107;57;28-04-2020;1610743949;0;28;1;3;24;0;38;0;ON;46;;
Quillota;5501;57;28-04-2020;550143949;0;22;0;3;19;0;42;0;ON;50;;
Quilpue;5801;57;28-04-2020;580143949;0;30;0;10;20;0;40;0;ON;48;;
Quinchao;10210;57;28-04-2020;1021043949;0;1;0;0;1;0;34;0;ON;42;;
Quinta_de_Tilcoco;6114;57;28-04-2020;611443949;0;1;0;0;1;0;35;0;ON;43;;
Quinta_Normal;13126;57;28-04-2020;1312643949;0;194;0;86;108;15;35;0;ON;43;;
Quintero;5107;57;28-04-2020;510743949;0;9;0;5;4;0;36;0;ON;44;;
Quirihue;16201;57;28-04-2020;1620143949;0;4;1;0;3;0;23;0;ON;31;;
Rancagua;6101;57;28-04-2020;610143949;0;32;1;16;15;0;40;0;ON;48;;
Ranquil;16206;57;28-04-2020;1620643949;0;10;0;1;9;0;38;0;ON;46;;
Rauco;7305;57;28-04-2020;730543949;0;2;0;0;2;0;27;0;ON;35;;
Recoleta;13127;57;28-04-2020;1312743949;0;226;0;141;85;4;44;0;ON;52;;
Renaico;9209;57;28-04-2020;920943949;0;4;0;2;2;0;18;0;ON;26;;
Renca;13128;57;28-04-2020;1312843949;16;147;1;90;56;4;41;0;ON;49;;
Rengo;6115;57;28-04-2020;611543949;1;8;0;7;1;0;29;0;ON;37;;
Requinoa;6116;57;28-04-2020;611643949;0;4;0;3;1;0;42;0;ON;50;;
Retiro;7405;57;28-04-2020;740543949;0;1;0;0;1;0;16;0;ON;24;;
Rinconada;5303;57;28-04-2020;530343949;0;2;0;0;2;0;22;0;ON;30;;
Rio_Bueno;14204;57;28-04-2020;1420443949;0;11;0;6;5;2;24;0;ON;32;;
Rio_Claro;7108;57;28-04-2020;710843949;1;8;1;4;3;0;41;0;ON;49;;
Rio_Hurtado;4305;57;28-04-2020;430543949;0;1;0;0;1;0;33;0;ON;41;;
Rio_Negro;10305;57;28-04-2020;1030543949;0;5;0;1;4;1;32;0;ON;40;;
Romeral;7306;57;28-04-2020;730643949;0;13;2;7;4;1;32;0;ON;40;;
Saavedra;9116;57;28-04-2020;911643949;0;16;0;16;0;0;12;0;ON;20;;
Sagrada_Familia;7307;57;28-04-2020;730743949;0;2;0;1;1;0;25;0;ON;33;;
Salamanca;4204;57;28-04-2020;420443949;0;7;0;1;6;0;40;0;ON;48;;
San_Antonio;5601;57;28-04-2020;560143949;4;57;1;36;20;1;35;0;ON;43;;
San_Bernardo;13401;57;28-04-2020;1340143949;0;372;0;212;160;12;42;0;ON;50;;
San_Carlos;16301;57;28-04-2020;1630143949;0;34;2;1;31;0;38;0;ON;46;;
San_Clemente;7109;57;28-04-2020;710943949;1;10;0;10;0;0;13;0;ON;21;;
San_Esteban;5304;57;28-04-2020;530443949;0;3;0;3;0;0;11;0;ON;19;;
San_Fabian;16304;57;28-04-2020;1630443949;0;8;0;2;6;0;32;0;ON;40;;
San_Felipe;5701;57;28-04-2020;570143949;0;6;0;0;6;0;38;0;ON;46;;
San_Fernando;6301;57;28-04-2020;630143949;0;5;0;1;4;0;41;0;ON;49;;
San_Ignacio;16108;57;28-04-2020;1610843949;0;6;0;2;4;0;27;0;ON;35;;
San_Javier;7406;57;28-04-2020;740643949;0;20;0;10;10;0;29;0;ON;37;;
San_Joaquin;13129;57;28-04-2020;1312943949;0;149;1;77;71;10;37;0;ON;45;;
San_Jose_de_Maipo;13203;57;28-04-2020;1320343949;0;8;0;4;4;0;19;0;ON;27;;
San_Juan_de_La_Costa;10306;57;28-04-2020;1030643949;0;24;0;10;14;0;25;0;ON;33;;
San_Miguel;13130;57;28-04-2020;1313043949;0;173;0;73;100;3;43;0;ON;51;;
San_Nicolas;16305;57;28-04-2020;1630543949;0;16;1;1;14;0;28;0;ON;36;;
San_Pablo;10307;57;28-04-2020;1030743949;0;8;1;3;4;0;33;0;ON;41;;
San_Pedro;13505;57;28-04-2020;1350543949;0;2;0;2;0;0;9;0;ON;17;;
San_Pedro_de_Atacama;2203;57;28-04-2020;220343949;0;4;0;0;4;0;31;0;ON;39;;
San_Pedro_de_la_Paz;8108;57;28-04-2020;810843949;0;99;0;28;71;0;42;0;ON;50;;
San_Rafael;7110;57;28-04-2020;711043949;0;3;0;1;2;0;26;0;ON;34;;
San_Ramon;13131;57;28-04-2020;1313143949;0;90;0;62;28;4;30;0;ON;38;;
San_Vicente;6117;57;28-04-2020;611743949;0;4;0;0;4;0;28;0;ON;36;;
Santa_Barbara;8311;57;28-04-2020;831143949;0;2;0;0;2;0;31;0;ON;39;;
Santa_Cruz;6310;57;28-04-2020;631043949;0;2;0;1;1;0;25;0;ON;33;;
Santa_Juana;8109;57;28-04-2020;810943949;0;2;0;2;0;0;11;0;ON;19;;
Santa_Maria;5706;57;28-04-2020;570643949;0;2;0;0;2;0;31;0;ON;39;;
Santiago;13101;57;28-04-2020;1310143949;0;700;4;289;407;3;46;0;ON;54;;
Santo_Domingo;5606;57;28-04-2020;560643949;0;17;0;7;10;3;40;0;ON;48;;
Talagante;13601;57;28-04-2020;1360143949;0;33;0;9;24;0;37;0;ON;45;;
Talca;7101;57;28-04-2020;710143949;9;158;2;100;56;4;57;0;ON;65;;
Talcahuano;8110;57;28-04-2020;811043949;0;95;3;14;78;2;44;0;ON;52;;
Taltal;2104;57;28-04-2020;210443949;0;7;0;0;7;4;30;0;ON;38;;
Temuco;9101;57;28-04-2020;910143949;0;665;14;153;498;5;44;0;ON;52;;
Teno;7308;57;28-04-2020;730843949;0;2;1;0;1;0;21;0;ON;29;;
Teodoro_Schmidt;9117;57;28-04-2020;911743949;0;6;0;1;5;0;30;0;ON;38;;
Tierra_Amarilla;3103;57;28-04-2020;310343949;0;6;0;2;4;0;22;0;ON;30;;
Tiltil;13303;57;28-04-2020;1330343949;0;5;0;1;4;0;23;0;ON;31;;
Tirua;8207;57;28-04-2020;820743949;0;4;0;0;4;0;28;0;ON;36;;
Tocopilla;2301;57;28-04-2020;230143949;0;11;0;5;6;1;41;0;ON;49;;
Tolten;9118;57;28-04-2020;911843949;0;6;1;0;6;0;28;0;ON;36;;
Tome;8111;57;28-04-2020;811143949;0;50;0;16;34;0;41;0;ON;49;;
Traiguen;9210;57;28-04-2020;921043949;0;3;0;1;2;0;18;0;ON;26;;
Tucapel;8312;57;28-04-2020;831243949;0;1;0;1;0;0;12;0;ON;20;;
Valdivia;14101;57;28-04-2020;1410143949;0;107;4;6;97;1;44;1;ON;52;;
Vallenar;3301;57;28-04-2020;330143949;0;13;0;13;0;0;7;0;ON;15;;
Valparaiso;5101;57;28-04-2020;510143949;0;68;0;24;44;1;40;0;ON;48;;
Victoria;9211;57;28-04-2020;921143949;5;63;4;47;12;0;33;0;ON;41;;
Vicuna;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Vilcun;9119;57;28-04-2020;911943949;0;39;0;13;26;1;33;0;ON;41;;
Villa_Alegre;7407;57;28-04-2020;740743949;0;2;0;2;0;0;10;0;ON;18;;
Villa_Alemana;5804;57;28-04-2020;580443949;0;15;0;3;12;0;35;0;ON;43;;
Villarrica;9120;57;28-04-2020;912043949;0;19;0;2;17;0;30;0;ON;38;;
Vina_del_Mar;5109;57;28-04-2020;510943949;3;112;3;31;78;3;44;1;ON;52;;
Vitacura;13132;57;28-04-2020;1313243949;0;138;0;10;128;0;56;0;ON;64;;
Yerbas_Buenas;7408;57;28-04-2020;740843949;1;2;0;2;0;0;11;0;ON;19;;
Yumbel;8313;57;28-04-2020;831343949;0;6;0;1;5;0;34;0;ON;42;;
Yungay;16109;57;28-04-2020;1610943949;0;48;0;6;42;1;32;0;ON;40;;
Aisen;11201;58;29-04-2020;1120143950;0;1;0;0;1;0;47;0;ON;54;;
Algarrobo;5602;58;29-04-2020;560243950;0;10;1;0;9;0;33;0;ON;40;;
Alto_Hospicio;1107;58;29-04-2020;110743950;10;67;0;51;16;1;36;0;ON;43;;
Ancud;10202;58;29-04-2020;1020243950;1;10;0;9;1;0;15;0;ON;22;;
Andacollo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Angol;9201;58;29-04-2020;920143950;3;89;3;48;38;4;43;0;ON;50;;
Antofagasta;2101;58;29-04-2020;210143950;22;340;3;205;132;11;42;0;ON;49;;
Arauco;8202;58;29-04-2020;820243950;1;7;0;1;6;0;36;0;ON;43;;
Arica;15101;58;29-04-2020;1510143950;4;277;4;144;129;5;44;1;ON;51;;
Buin;13402;58;29-04-2020;1340243950;1;65;3;20;42;2;35;0;ON;42;;
Bulnes;16102;58;29-04-2020;1610243950;2;62;1;15;46;0;41;0;ON;48;;
Cabildo;5402;58;29-04-2020;540243950;0;3;0;3;0;0;5;0;ON;12;;
Cabo_de_Hornos;12201;58;29-04-2020;1220143950;0;19;0;2;17;0;41;0;ON;48;;
Cabrero;8303;58;29-04-2020;830343950;0;16;0;8;8;1;35;0;ON;42;;
Calama;2201;58;29-04-2020;220143950;4;63;0;42;21;0;47;0;ON;54;;
Calbuco;10102;58;29-04-2020;1010243950;0;7;0;2;5;0;38;0;ON;45;;
Caldera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Calera;5502;58;29-04-2020;550243950;0;22;1;8;13;2;35;0;ON;42;;
Calera_de_Tango;13403;58;29-04-2020;1340343950;0;15;0;4;11;1;37;0;ON;44;;
Calle_Larga;5302;58;29-04-2020;530243950;0;6;0;3;3;0;29;0;ON;36;;
Carahue;9102;58;29-04-2020;910243950;0;31;0;14;17;2;38;0;ON;45;;
Cartagena;5603;58;29-04-2020;560343950;0;6;0;4;2;1;26;0;ON;33;;
Casablanca;5102;58;29-04-2020;510243950;0;3;0;0;3;0;37;0;ON;44;;
Castro;10201;58;29-04-2020;1020143950;0;7;0;0;7;0;35;0;ON;42;;
Catemu;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;
Cauquenes;7201;58;29-04-2020;720143950;0;13;0;7;6;1;33;0;ON;40;;
Cerrillos;13102;58;29-04-2020;1310243950;0;80;1;35;44;2;36;0;ON;43;;
Cerro_Navia;13103;58;29-04-2020;1310343950;0;135;0;63;72;5;42;0;ON;49;;
Chaiten;10401;58;29-04-2020;1040143950;0;1;0;0;1;0;29;0;ON;36;;
Chanco;7202;58;29-04-2020;720243950;0;3;0;3;0;0;12;0;ON;19;;
Chiguayante;8103;58;29-04-2020;810343950;3;62;1;23;38;2;40;0;ON;47;;
Chile_Chico;11401;58;29-04-2020;1140143950;0;1;0;0;1;0;29;0;ON;36;;
Chillan;16101;58;29-04-2020;1610143950;3;409;7;29;373;3;49;0;ON;56;;
Chillan_Viejo;16103;58;29-04-2020;1610343950;0;55;0;8;47;1;45;0;ON;52;;
Chimbarongo;6303;58;29-04-2020;630343950;1;3;0;1;2;0;36;0;ON;43;;
Cholchol;9121;58;29-04-2020;912143950;0;5;0;0;5;0;21;0;ON;28;;
Cochamo;10103;58;29-04-2020;1010343950;0;1;0;0;1;0;19;0;ON;26;;
Codegua;6102;58;29-04-2020;610243950;0;1;0;1;0;0;11;0;ON;18;;
Coelemu;16203;58;29-04-2020;1620343950;0;4;0;0;4;0;28;0;ON;35;;
Coihaique;11101;58;29-04-2020;1110143950;0;3;0;1;2;0;36;0;ON;43;;
Coihueco;16302;58;29-04-2020;1630243950;3;33;0;22;11;0;27;0;ON;34;;
Coinco;6103;58;29-04-2020;610343950;0;1;0;1;0;0;7;0;ON;14;;
Colbun;7402;58;29-04-2020;740243950;0;6;0;1;5;1;43;0;ON;50;;
Colina;13301;58;29-04-2020;1330143950;0;103;0;23;80;2;42;0;ON;49;;
Collipulli;9202;58;29-04-2020;920243950;0;3;2;1;0;0;10;0;ON;17;;
Concepcion;8101;58;29-04-2020;810143950;1;140;3;8;129;0;48;0;ON;55;;
Conchali;13104;58;29-04-2020;1310443950;0;113;1;53;59;2;42;0;ON;49;;
Concon;5103;58;29-04-2020;510343950;4;18;0;11;7;0;30;0;ON;37;;
Constitucion;7102;58;29-04-2020;710243950;1;21;1;13;7;2;28;0;ON;35;;
Copiapo;3101;58;29-04-2020;310143950;6;14;0;6;8;0;47;0;ON;54;;
Coquimbo;4102;58;29-04-2020;410243950;0;26;0;6;20;1;42;0;ON;49;;
Coronel;8102;58;29-04-2020;810243950;1;19;0;4;15;0;41;0;ON;48;;
Corral;14102;58;29-04-2020;1410243950;0;1;0;0;1;0;15;0;ON;22;;
Cunco;9103;58;29-04-2020;910343950;0;6;1;0;6;0;26;0;ON;33;;
Curacautin;9203;58;29-04-2020;920343950;0;6;0;1;5;0;29;0;ON;36;;
Curacavi;13503;58;29-04-2020;1350343950;0;30;0;16;14;0;42;0;ON;49;;
Curanilahue;8205;58;29-04-2020;820543950;0;2;0;1;1;0;33;0;ON;40;;
Curarrehue;9104;58;29-04-2020;910443950;0;4;1;0;4;0;39;0;ON;46;;
Curepto;7103;58;29-04-2020;710343950;0;8;1;4;3;0;22;0;ON;29;;
Curico;7301;58;29-04-2020;730143950;1;45;0;23;22;1;50;0;ON;57;;
Diego_de_Almagro;3202;58;29-04-2020;320243950;0;1;0;0;1;0;32;0;ON;39;;
Donihue;6105;58;29-04-2020;610543950;0;1;0;1;0;0;7;0;ON;14;;
El_Bosque;13105;58;29-04-2020;1310543950;0;177;0;77;100;5;42;0;ON;49;;
El_Carmen;16104;58;29-04-2020;1610443950;0;3;0;0;3;0;29;0;ON;36;;
El_Monte;13602;58;29-04-2020;1360243950;0;16;0;4;12;2;36;0;ON;43;;
